,,,,,,EUR,"4,40",USD,"3,7",,,,,,,,,,,,,,,,,,,,
SSE09,2018-08-22,1,IG,(ID1262) Albania | Shëngjin (All Inclusive Light | 10 dni),https://docs.google.com/spreadsheets/d/1FQ3lCfW74DwvJBE7pdGYiMXLHZLpKwP-IqHN9qzf2AY/edit#gid=2088416783,"51 267,40 zł","13 700,00 zł","29 618,40 zł","2 359,00 zł","5 590,00 zł","3378,14","53 914,35 zł","6 749,60 zł",47,48,,ALBANIA,10,1249,1149,1,0,0,0,1,LATO,4,0,1
SVV12,2018-08-22,1,MM,(ID1290) Grecja | Korfu | Kavos #Samolot,https://docs.google.com/spreadsheets/d/1xqSJZsQSTtem_dZdmXlZ4_x5k4744KYxO92G0DhprrI/edit#gid=2121134962,"25 215,97 zł","15 759,72 zł","6 514,50 zł","910,00 zł","2 031,75 zł","1505,89","36 255,00 zł","0,00 zł",20,20,,GRECJA ,8,1699,1499,1,0,1,0,0,LATO,3,0,1
SBB08,2018-08-23,1,MM,(ID1292) Czarnogóra | Budva #Samolot,https://docs.google.com/spreadsheets/d/1S1gPOsto5z_-lwEUQqkGoUOfcR0SYlMCnsRp3P0A8JE/edit#gid=1805198381,"30 490,60 zł","14 008,90 zł","15 389,70 zł","1 092,00 zł","0,00 zł","2011,35","40 535,00 zł","0,00 zł",20,20,,CZAROGÓRA,8,1899,1699,1,0,1,0,0,LATO,3,0,1
SGR09,2018-08-23,1,ŁR,(ID1291) Grecja | Kokkino Nero | 12 dni,https://docs.google.com/spreadsheets/d/1Itp3gsbuKTQI4A3msgFXcjStTyQnDa1oOevQxp-kao8/edit#gid=2121134962,"29 033,50 zł","15 654,00 zł","9 782,50 zł","3 511,00 zł","86,00 zł","2218,22","45 138,25 zł","0,00 zł",40,52,,Grecja,12,899,599,1,0,0,0,1,Lato,0,,1
SLS07,2018-08-23,0,MM,(ID1287) Hiszpania | Lloret de Mar #Samolot,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",20,0,,HISZPANIA,8,2599,2499,1,0,1,0,0,LATO,3,0,1
SSA08,2018-08-23,1,IG,(ID1273) Albania | Shëngjin (All Inclusive Light) | #Samolot,https://docs.google.com/spreadsheets/d/116pjE41WwJifq1h2gRRzt1JSXDBe9ZRXhAvaScgDhfg/edit#gid=833215896,"33 731,68 zł","14 573,38 zł","18 150,30 zł","1 008,00 zł","0,00 zł","2041,93","43 739,00 zł","0,00 zł",20,20,,ALBANIA,8,2199,1999,1,0,1,0,0,LATO,4,0,1
THT01,2018-08-23,0,ŁR,(ID1340) Tajlandia | ThaiTrip! #Samolot | 15 dni,,"394,43 zł","0,00 zł","0,00 zł","0,00 zł","394,43 zł",0,"0,00 zł","0,00 zł",,0,,Tajlandia,15,4999,4399,0,1,1,0,0,Lato,3,,1
SBZ10,2018-08-24,1,ŁR,(ID1267) Bułgaria | Złote Piaski (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1A1LZFRn3lQEaplhVTT8_tYRraqgMXg1YAihCOhgHy58/edit#gid=391333091,"127 156,90 zł","29 395,10 zł","96 410,30 zł","1 179,50 zł","172,00 zł",0,"162 638,80 zł","0,00 zł",130,0,,Bułgaria,10,1399,1099,1,0,0,0,1,Lato,3,,1
SCN06,2018-08-24,0,ŁR,(ID1313) Francja | Cannes (10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SGK09,2018-08-24,1,MM,(ID1256) Grecja | Wyspa Korfu | Kavos (10 dni),https://docs.google.com/spreadsheets/d/1OPNWg-dq3-IzSvgR2szOPiCEfW9Wjz4W5gxfZdqqIt8/edit#gid=2121134962,"71 019,68 zł","19 421,40 zł","14 620,00 zł","1 344,00 zł","35 634,28 zł","2834,6","61 943,90 zł","30 109,20 zł",60,0,,GRECJA,10,899,799,1,0,0,0,1,LATO,0,0,1
SLW09,2018-08-24,0,,(ID1337) Lucky Holidays! | Niespodzianka (7 - 15 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SPO09,2018-08-25,1,MM,(ID1270) EuroTRIP | Portugalia | 6 miejscówek,https://docs.google.com/spreadsheets/d/1BJEY54DD17VBRmVqen3r_Umq9Jirs7-z9GAKiy0a7ws/edit#gid=1626993402,"101 766,04 zł","49 130,90 zł","36 874,22 zł","6 675,45 zł","9 085,47 zł","5442,91","62 715,16 zł","41 316,00 zł",43,43,,PORTUGALIA,15,1799,1699,0,1,0,0,1,LATO,3,0,1
SRI07,2018-08-25,1,ŁR,(ID1258) Włochy | Rimini + Wenecja (HB | 10 dni),https://docs.google.com/spreadsheets/d/1o0hKe1KuI54aJN4-yn9ZnhP4dFi4J_ZbJ1A8THZ443o/edit#gid=1626993402,"57 838,60 zł","16 037,00 zł","26 045,10 zł","1 330,00 zł","14 426,50 zł",0,"44 649,40 zł","17 710,00 zł",40,0,,Włochy,10,1499,1199,1,,,,1,Lato,3,,1
SFL06,2018-08-26,1,ŁR,(ID1306) Włochy | Rimini (HB) | #Samolot,https://docs.google.com/spreadsheets/d/1ChVutisQIqRxc2ofMaRzDtla06RaAcKkZ8wZiymPIJg/edit#gid=2121134962,"13 003,00 zł","6 080,00 zł","6 923,00 zł","0,00 zł","0,00 zł",0,"18 621,00 zł","0,00 zł",10,0,,Włochy,7,1999,1699,1,,1,,,Lato,3,,1
SIT02,2018-08-26,0,ŁR,(ID1259) ItalianTRIP | Sycylia | 6 miejscówek,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,Włochy,15,,,,,,,,,,,
ASB09,2018-08-27,1,ŁR,(ID1269) Bułgaria | Złote Piaski | (All inclusive) #Samolot | Royal & Vladislav,https://docs.google.com/spreadsheets/d/1gHmKqa9N5FVTuhAnrMOYHLZrf7DdKhRKqZIC-sahpe8/edit#gid=2121134962,"180 911,00 zł","131 438,00 zł","43 623,50 zł","0,00 zł","5 849,50 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SBM02,2018-08-27,0,MM,(ID1298) BalticTRIP | Skandynawia | 5 miejscówek,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","2786,58","0,00 zł","0,00 zł",45,44,,SZWECJA,7,699,599,0,1,0,1,1,LATO,0,1,0
ASP11,2018-08-28,1,ŁR,(ID1268) Bułgaria | Złote Piaski | (All inclusive) #Samolot | Gladiola,https://docs.google.com/spreadsheets/d/1NweUBGI98lOoydGVuQWoGlxL-rzhWO-apDFTMdCeyoA/edit#gid=2121134962,"28 395,47 zł","27 255,47 zł","0,00 zł","1 140,00 zł","0,00 zł","3412,74","0,00 zł","0,00 zł",40,0,,Bułgaria,7,2099,1799,1,,1,0,0,Lato,3,,1
SYY09,2018-08-28,0,MM,(ID1261) Hiszpania | Lloret de Mar (HB | 10 dni),https://docs.google.com/spreadsheets/d/1mrluCtNuEAe6WiDIHPt9yIysAQfAVW8CBgkO2tw7osA/edit#gid=2121134962,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","3286,88","0,00 zł","0,00 zł",45,44,,HISZPANIA,10,1599,1499,1,0,0,0,1,LATO,3,0,1
SAS09,2018-08-29,0,IG,(ID1283) Albania | Shëngjin + Ohrid (BB | 12 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SBU10,2018-08-29,1,MM,(ID1255) Czarnogóra | Budva + Dubrovnik (BB | 10 dni),https://docs.google.com/spreadsheets/d/1G3AdbRtMURmrMnNRby4Kpa8x3UXWCh6StT2DN889uCU/edit#gid=1626993402,"42 054,70 zł","13 269,20 zł","21 220,50 zł","612,00 zł","6 953,00 zł","2642,86","28 407,00 zł","16 028,00 zł",50,48,,CZARNOGÓRA,10,999,899,1,0,0,0,1,LATO,0,0,1
SCH08,2018-08-29,1,IG,(ID1257) Chorwacja | Makarska (12 dni),https://docs.google.com/spreadsheets/d/10hR0Xf13yTY_Bl2iWIBYv8YzD2xYJ-qpcfY99p-1KEc/edit#gid=440322289,"93 601,01 zł","22 995,20 zł","45 390,80 zł","3 672,01 zł","21 543,00 zł","4661,78","99 353,85 zł","25 328,00 zł",94,95,,CHORWACJA,12,1099,999,1,0,0,0,1,LATO,0,0,1
SNU10,2018-08-29,0,IG,(ID1289) Bośnia | Neum + Dubrownik (HB | 10 dni) NOWOŚĆ!,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SSE10,2018-08-29,1,IG,(ID1262) Albania | Shëngjin (All Inclusive Light | 10 dni),https://docs.google.com/spreadsheets/d/1FQ3lCfW74DwvJBE7pdGYiMXLHZLpKwP-IqHN9qzf2AY/edit#gid=1815564909,"45 450,20 zł","12 097,40 zł","31 845,80 zł","1 421,00 zł","86,00 zł","3378,14","36 768,50 zł","0,00 zł",47,48,,ALBANIA,10,1249,1149,1,0,0,0,1,LATO,4,0,1
SVV13,2018-08-29,1,MM,(ID1290) Grecja | Korfu | Kavos #Samolot,https://docs.google.com/spreadsheets/d/1xqSJZsQSTtem_dZdmXlZ4_x5k4744KYxO92G0DhprrI/edit#gid=561501142,"26 704,62 zł","15 759,72 zł","6 536,00 zł","1 611,75 zł","2 797,15 zł","1505,89","29 140,80 zł","1 051,60 zł",20,20,,GRECJA,8,1699,1499,1,0,1,0,0,LATO,3,0,1
SBB09,2018-08-30,1,MM,(ID1292) Czarnogóra | Budva #Samolot,https://docs.google.com/spreadsheets/d/1S1gPOsto5z_-lwEUQqkGoUOfcR0SYlMCnsRp3P0A8JE/edit#gid=1805198381,"30 511,24 zł","14 025,24 zł","15 394,00 zł","1 092,00 zł","0,00 zł","2011,35","30 348,00 zł","0,00 zł",20,20,,CZAROGÓRA,8,1899,1699,1,0,1,0,0,LATO,3,0,1
SHL01,2018-08-30,0,MM,(ID1301) Hiszpania | Majorka + Barcelona (HB | 11 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SLS08,2018-08-30,0,MM,(ID1287) Hiszpania | Lloret de Mar #Samolot,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",20,0,,HISZPANIA,8,2599,2499,1,0,1,0,0,LATO,3,0,1
SSA09,2018-08-30,1,ŁR,(ID1273) Albania | Shëngjin (All Inclusive Light) | #Samolot,https://docs.google.com/spreadsheets/d/116pjE41WwJifq1h2gRRzt1JSXDBe9ZRXhAvaScgDhfg/edit#gid=1003309395,"53 673,40 zł","14 588,00 zł","14 981,20 zł","1 211,00 zł","22 893,20 zł","2041,93","38 751,00 zł","20 213,60 zł",20,20,,ALBANIA,8,2199,1999,1,0,1,0,0,LATO,4,0,1
SBL07,2018-08-31,0,MM,(ID1272) BalticTRIP | Skandynawia + Sankt Petersburg | 5 miejscówek,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","2538,8","0,00 zł","0,00 zł",40,44,,SZWECJA,6,799,599,0,1,0,1,1,LATO,0,0,1
SBZ11,2018-08-31,1,ŁR,(ID1267) Bułgaria | Złote Piaski (All Inclusive | 10 dni),,"7 396,00 zł","0,00 zł","0,00 zł","0,00 zł","7 396,00 zł",0,"0,00 zł","7 392,00 zł",130,0,,Bułgaria,10,1099,799,1,0,0,0,1,Lato,3,,1
SCN07,2018-08-31,0,ŁR,(ID1313) Francja | Cannes (10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SGK10,2018-08-31,1,MM,(ID1256) Grecja | Wyspa Korfu | Kavos (10 dni),https://docs.google.com/spreadsheets/d/1OPNWg-dq3-IzSvgR2szOPiCEfW9Wjz4W5gxfZdqqIt8/edit#gid=2121134962,"58 261,54 zł","20 236,50 zł","1 204,00 zł","1 704,00 zł","35 117,04 zł","2834,6","52 885,40 zł","21 670,00 zł",60,0,,GRECJA,10,899,799,1,0,0,0,1,LATO,0,0,1
SKC01,2018-08-31,1,ŁR,(ID1309) Klubowy Kamp | Złote Piaski (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1cwIoDqulTN-fivxLVH7kkOyChZ-Dlids0_SoMStuPu8/edit#gid=1626993402,"208 215,51 zł","48 740,00 zł","104 449,15 zł","6 035,28 zł","48 991,08 zł","10656,67","241 253,60 zł","6 155,60 zł",500,181,,Bulgaria,10,1099,799,1,0,0,0,1,Lato,3,0,1
SLW10,2018-08-31,0,,(ID1337) Lucky Holidays! | Niespodzianka (7 - 15 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SST01,2018-08-31,0,ŁR,(ID1264) Włochy | Sardynia | San Teodoro (10 dni),,"131,00 zł","0,00 zł","0,00 zł","0,00 zł","131,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SEP06,2018-09-01,0,MM,(ID1295) EuroTRIP | Portugalia | Peniche | 6 miejscówek,,"4 540,80 zł","0,00 zł","4 540,80 zł","0,00 zł","0,00 zł","3557,91","0,00 zł","0,00 zł",45,43,,PORTUGALIA,12,1399,1199,0,1,0,0,1,LATO,0,0,1
SGR10,2018-09-01,1,ŁR,(ID1291) Grecja | Kokkino Nero | 12 dni,https://docs.google.com/spreadsheets/d/1Itp3gsbuKTQI4A3msgFXcjStTyQnDa1oOevQxp-kao8/edit#gid=2121134962,"20 174,49 zł","4 368,99 zł","9 782,50 zł","1 379,00 zł","4 644,00 zł","2218,22","13 771,60 zł","1 320,00 zł",40,52,,Grecja,12,899,599,1,0,0,0,1,Lato,0,,1
SMZ01,2018-09-01,1,MM,(ID1294) Malta | St Julian #Samolot,https://docs.google.com/spreadsheets/d/11SgsUVDNH_zlL0LNFxm1-PhaqJQl_00dd6riBMHfbVs/edit#gid=279417849,"35 838,00 zł","12 298,00 zł","22 381,50 zł","1 158,50 zł","0,00 zł","2125,09","39 767,00 zł","0,00 zł",20,20,,MALTA,8,1999,1799,1,0,1,0,0,LATO,0,0,1
SPO10,2018-09-01,1,MM,(ID1270) EuroTRIP | Portugalia | 6 miejscówek,https://docs.google.com/spreadsheets/d/1BJEY54DD17VBRmVqen3r_Umq9Jirs7-z9GAKiy0a7ws/edit#gid=1626993402,"97 389,08 zł","38 476,50 zł","50 060,17 zł","3 600,00 zł","5 252,41 zł","5442,91","79 723,94 zł","37 837,36 zł",43,43,,PORTUGALIA,15,1699,1599,0,1,0,0,1,LATO,3,0,1
SRI08,2018-09-01,1,ŁR,(ID1258) Włochy | Rimini + Wenecja (HB | 10 dni),https://docs.google.com/spreadsheets/d/1o0hKe1KuI54aJN4-yn9ZnhP4dFi4J_ZbJ1A8THZ443o/edit#gid=1626993402,"35 615,30 zł","12 824,00 zł","21 461,30 zł","1 330,00 zł","0,00 zł",0,"35 061,00 zł","2 142,80 zł",40,0,,Włochy,10,1299,999,1,,,,1,Lato,3,,1
SFL07,2018-09-02,1,ŁR,(ID1306) Włochy | Rimini (HB) | #Samolot,https://docs.google.com/spreadsheets/d/1ChVutisQIqRxc2ofMaRzDtla06RaAcKkZ8wZiymPIJg/edit#gid=2121134962,"12 090,90 zł","7 244,80 zł","4 846,10 zł","0,00 zł","0,00 zł",0,"13 648,75 zł","0,00 zł",10,0,,Włochy,7,1999,1699,1,,1,,,Lato,3,,1
SIT03,2018-09-02,1,ŁR,(ID1259) ItalianTRIP | Sycylia | 6 miejscówek,https://docs.google.com/spreadsheets/d/1ZJ6oBmZqrXRbbTVIswrSWUZPY5BVg2tRP1ajtd4gBWA/edit#gid=2121134962,"99 957,59 zł","24 392,40 zł","42 218,39 zł","4 859,30 zł","28 487,50 zł","4988,35","72 074,80 zł","41 885,80 zł",40,40,,Włochy,15,1699,1399,0,1,0,0,1,Lato,3,,1
ASB10,2018-09-03,1,ŁR,(ID1269) Bułgaria | Złote Piaski | (All inclusive) #Samolot | Royal & Vladislav,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",80,0,,Bulgaria,7,1999,1499,1,0,1,0,0,Lato,3,0,1
SBM03,2018-09-03,0,MM,(ID1298) BalticTRIP | Skandynawia | 5 miejscówek,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","2786,58","0,00 zł","0,00 zł",45,44,,SZWECJA,7,699,599,0,1,0,1,1,LATO,0,1,0
SKC02,2018-09-03,1,ŁR,(ID1309) Klubowy Kamp | Złote Piaski (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1cwIoDqulTN-fivxLVH7kkOyChZ-Dlids0_SoMStuPu8/edit#gid=1626993402,"211 883,56 zł","80 919,12 zł","72 338,90 zł","0,00 zł","58 625,54 zł","10264,94","210 437,80 zł","0,00 zł",,118,,,,,,,,,,,,,,
ASP12,2018-09-04,1,ŁR,(ID1268) Bułgaria | Złote Piaski | (All inclusive) #Samolot | Gladiola,https://docs.google.com/spreadsheets/d/1NweUBGI98lOoydGVuQWoGlxL-rzhWO-apDFTMdCeyoA/edit#gid=2121134962,"18 828,48 zł","0,00 zł","17 688,48 zł","1 140,00 zł","0,00 zł","3412,74","39 086,00 zł","2 468,40 zł",40,0,,Bułgaria,7,2099,1799,1,,1,0,0,Lato,3,,1
SKC03,2018-09-04,1,ŁR,(ID1309) Klubowy Kamp | Złote Piaski (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1cwIoDqulTN-fivxLVH7kkOyChZ-Dlids0_SoMStuPu8/edit#gid=1626993402,"47 981,90 zł","27 290,30 zł","20 691,60 zł","0,00 zł","0,00 zł","2329,53","49 897,00 zł","0,00 zł",,23,,,,,,,,,,,,,,
SYY10,2018-09-04,0,MM,(ID1261) Hiszpania | Lloret de Mar (HB | 10 dni),https://docs.google.com/spreadsheets/d/1mrluCtNuEAe6WiDIHPt9yIysAQfAVW8CBgkO2tw7osA/edit#gid=2121134962,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","3841,58","0,00 zł","0,00 zł",45,44,,HISZPANIA,10,1599,1499,1,0,0,0,1,LATO,3,0,1
SAS10,2018-09-05,0,IG,(ID1283) Albania | Shëngjin + Ohrid (BB | 12 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SBU11,2018-09-05,1,MM,(ID1255) Czarnogóra | Budva + Dubrovnik (BB | 10 dni),https://docs.google.com/spreadsheets/d/1G3AdbRtMURmrMnNRby4Kpa8x3UXWCh6StT2DN889uCU/edit#gid=1626993402,"39 852,55 zł","8 930,60 zł","19 264,00 zł","1 533,35 zł","10 124,60 zł","2642,86","31 004,00 zł","6 859,20 zł",50,48,,CZARNOGÓRA,10,999,899,1,0,0,0,1,LATO,0,0,1
SNU11,2018-09-05,0,IG,(ID1289) Bośnia | Neum + Dubrownik (HB | 10 dni) NOWOŚĆ!,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SSE11,2018-09-05,1,IG,(ID1262) Albania | Shëngjin (All Inclusive Light | 10 dni),https://docs.google.com/spreadsheets/d/1FQ3lCfW74DwvJBE7pdGYiMXLHZLpKwP-IqHN9qzf2AY/edit#gid=6636515,"33 547,30 zł","8 472,00 zł","19 414,50 zł","1 120,00 zł","4 540,80 zł","3378,14","32 046,05 zł","13 570,48 zł",40,48,,ALBANIA,10,1249,1149,1,0,0,0,1,LATO,4,0,1
SVV14,2018-09-05,1,MM,(ID1290) Grecja | Korfu | Kavos #Samolot,https://docs.google.com/spreadsheets/d/1xqSJZsQSTtem_dZdmXlZ4_x5k4744KYxO92G0DhprrI/edit#gid=561501142,"24 479,57 zł","15 782,82 zł","6 514,50 zł","1 612,00 zł","570,25 zł","1505,89","30 638,00 zł","1 122,00 zł",20,20,,GRECJA ,8,1699,1499,1,0,1,0,0,LATO,3,0,1
SBB10,2018-09-06,1,MM,(ID1292) Czarnogóra | Budva #Samolot,https://docs.google.com/spreadsheets/d/1S1gPOsto5z_-lwEUQqkGoUOfcR0SYlMCnsRp3P0A8JE/edit#gid=1805198381,"34 924,84 zł","11 432,24 zł","14 869,40 zł","1 092,00 zł","7 531,20 zł","2011,35","34 556,00 zł","2 593,00 zł",20,20,,CZAROGÓRA,8,1899,1699,1,0,1,0,0,LATO,3,0,1
SBL08,2018-09-06,0,MM,(ID1272) BalticTRIP | Skandynawia + Sankt Petersburg | 5 miejscówek,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","2538,8","0,00 zł","0,00 zł",40,44,,SZWECJA,6,799,599,0,1,0,1,1,LATO,0,0,1
SHL02,2018-09-06,0,MM,(ID1301) Hiszpania | Majorka + Barcelona (HB | 11 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SLS09,2018-09-06,0,MM,(ID1287) Hiszpania | Lloret de Mar #Samolot,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",20,0,,HISZPANIA,8,2499,2399,1,0,1,0,0,LATO,3,0,1
SSA10,2018-09-06,1,IG,(ID1273) Albania | Shëngjin (All Inclusive Light) | #Samolot,https://docs.google.com/spreadsheets/d/116pjE41WwJifq1h2gRRzt1JSXDBe9ZRXhAvaScgDhfg/edit#gid=2001672670,"31 203,20 zł","15 069,60 zł","15 652,00 zł","0,00 zł","481,60 zł","2041,93","18 307,00 zł","633,60 zł",20,20,,ALBANIA,8,2199,1999,1,0,1,0,0,LATO,4,0,1
SBT08,2018-09-07,1,IG,(ID1266) BałkanTRIP | 9 miejscówek,https://docs.google.com/spreadsheets/d/1pEZyZOeUdTQV5gEgEeUSM59INjrVLFiqKMRR7AYE8Z0/edit#gid=298713015,"53 278,70 zł","18 027,00 zł","27 231,90 zł","2 640,00 zł","5 379,80 zł","3930,07","46 620,80 zł","18 400,80 zł",47,48,,MACEDONIA,10,1349,1199,0,1,0,0,1,LATO,3,0,1
SBZ12,2018-09-07,1,ŁR,(ID1267) Bułgaria | Złote Piaski (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1A1LZFRn3lQEaplhVTT8_tYRraqgMXg1YAihCOhgHy58/edit#gid=391333091,"188 276,70 zł","43 419,60 zł","141 500,10 zł","3 185,00 zł","172,00 zł",0,"177 276,11 zł","0,00 zł",300,0,,Bułgaria,10,1099,799,1,0,0,0,1,Lato,3,,1
SCH09,2018-09-07,1,IG,(ID1257) Chorwacja | Makarska (12 dni),https://docs.google.com/spreadsheets/d/10hR0Xf13yTY_Bl2iWIBYv8YzD2xYJ-qpcfY99p-1KEc/edit#gid=999758636,"70 877,74 zł","17 404,80 zł","30 947,10 zł","2 016,00 zł","20 509,84 zł","2482,38","63 118,00 zł","21 597,40 zł",60,51,,CHORWACJA,12,999,899,1,0,0,0,1,LATO,0,0,1
SCN08,2018-09-07,0,ŁR,(ID1313) Francja | Cannes (10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SGK11,2018-09-07,1,MM,(ID1256) Grecja | Wyspa Korfu | Kavos (10 dni),https://docs.google.com/spreadsheets/d/1OPNWg-dq3-IzSvgR2szOPiCEfW9Wjz4W5gxfZdqqIt8/edit#gid=2121134962,"34 580,51 zł","18 330,41 zł","14 521,10 zł","1 729,00 zł","0,00 zł","2834,6","31 622,60 zł","347,60 zł",60,0,,GRECJA,10,899,799,1,0,0,0,1,LATO,0,0,1
SLW11,2018-09-07,0,,(ID1337) Lucky Holidays! | Niespodzianka (7 - 15 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SST02,2018-09-07,0,IG,(ID1264) Włochy | Sardynia | San Teodoro (10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
THT02,2018-09-07,1,ŁR,(ID1340) Tajlandia | ThaiTrip! #Samolot | 15 dni,https://docs.google.com/spreadsheets/d/1kROf7dtZDwcA5kxPBrQOnA7jHjft0lr9KRim9bjAdTA/edit#gid=853016742,"219 094,73 zł","174 548,15 zł","18 636,32 zł","3 899,35 zł","22 010,91 zł",0,"147 710,00 zł","31 864,15 zł",40,0,,Tajlandia,15,4999,4399,0,1,1,0,0,Lato,3,,1
SMZ02,2018-09-08,1,MM,(ID1294) Malta | St Julian #Samolot,https://docs.google.com/spreadsheets/d/11SgsUVDNH_zlL0LNFxm1-PhaqJQl_00dd6riBMHfbVs/edit#gid=279417849,"30 962,00 zł","12 298,00 zł","17 200,00 zł","1 464,00 zł","0,00 zł","2125,09","24 957,00 zł","3 135,00 zł",20,0,,MALTA,8,1999,1799,1,0,1,0,0,LATO,0,0,1
