,,,,,,EUR,"4,40",USD,"3,7",,,,,,,,,,,,,,,,,,,,
SPO11,2018-09-08,1,MM,(ID1270) EuroTRIP | Portugalia | 6 miejscówek,https://docs.google.com/spreadsheets/d/1BJEY54DD17VBRmVqen3r_Umq9Jirs7-z9GAKiy0a7ws/edit#gid=1626993402,"91 498,26 zł","30 458,04 zł","46 337,92 zł","3 600,00 zł","11 102,30 zł","5442,91","61 173,24 zł","29 256,92 zł",43,43,,PORTUGALIA,15,1699,1599,0,1,0,0,1,LATO,3,0,1
SRI09,2018-09-08,1,ŁR,(ID1258) Włochy | Rimini + Wenecja (HB | 10 dni),https://docs.google.com/spreadsheets/d/1o0hKe1KuI54aJN4-yn9ZnhP4dFi4J_ZbJ1A8THZ443o/edit#gid=1626993402,"54 942,53 zł","11 623,88 zł","26 999,70 zł","2 042,95 zł","14 276,00 zł",0,"41 708,88 zł","17 006,00 zł",40,0,,Włochy,10,1199,899,1,,,,1,Lato,3,,1
SFL08,2018-09-09,1,ŁR,(ID1306) Włochy | Rimini (HB) | #Samolot,https://docs.google.com/spreadsheets/d/1ChVutisQIqRxc2ofMaRzDtla06RaAcKkZ8wZiymPIJg/edit#gid=2121134962,"10 877,09 zł","0,00 zł","0,00 zł","0,00 zł","10 877,09 zł",0,"0,00 zł","6 177,60 zł",10,0,,Włochy,7,1999,1699,1,,1,,,Lato,3,,1
SIT04,2018-09-09,0,ŁR,(ID1259) ItalianTRIP | Sycylia | 6 miejscówek,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,Włochy,15,,,,,,,,,,,
ASB11,2018-09-10,1,ŁR,(ID1269) Bułgaria | Złote Piaski | (All inclusive) #Samolot | Royal & Vladislav,,"36 120,00 zł","36 120,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",60,0,,Bulgaria,7,1999,1699,1,0,1,0,0,Lato,3,0,1
SBM04,2018-09-10,0,MM,(ID1298) BalticTRIP | Skandynawia | 5 miejscówek,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","2786,58","0,00 zł","0,00 zł",45,44,,SZWECJA,7,699,599,0,1,0,1,1,LATO,0,1,0
SGR11,2018-09-10,1,ŁR,(ID1291) Grecja | Kokkino Nero | 12 dni,https://docs.google.com/spreadsheets/d/1Itp3gsbuKTQI4A3msgFXcjStTyQnDa1oOevQxp-kao8/edit#gid=2121134962,"85 828,07 zł","33 423,67 zł","31 596,40 zł","5 672,00 zł","15 136,00 zł","2218,22","12 603,00 zł","506,00 zł",40,52,,Grecja,12,899,599,1,0,0,0,1,Lato,0,,1
ASP13,2018-09-11,1,ŁR,(ID1268) Bułgaria | Złote Piaski | (All inclusive) #Samolot | Gladiola,https://docs.google.com/spreadsheets/d/1NweUBGI98lOoydGVuQWoGlxL-rzhWO-apDFTMdCeyoA/edit#gid=2121134962,"1 140,00 zł","0,00 zł","0,00 zł","1 140,00 zł","0,00 zł","3412,74","0,00 zł","4 501,20 zł",40,0,,Bułgaria,7,2099,1799,1,,1,0,0,Lato,3,,1
SYY11,2018-09-11,0,MM,(ID1261) Hiszpania | Lloret de Mar (HB | 10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","3841,58","0,00 zł","0,00 zł",45,44,,HISZPANIA,10,1599,1499,1,0,0,0,1,LATO,3,0,1
SAS11,2018-09-12,0,IG,(ID1283) Albania | Shëngjin + Ohrid (BB | 12 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SBU12,2018-09-12,1,MM,(ID1255) Czarnogóra | Budva + Dubrovnik (BB | 10 dni),https://docs.google.com/spreadsheets/d/1G3AdbRtMURmrMnNRby4Kpa8x3UXWCh6StT2DN889uCU/edit#gid=1626993402,"42 837,85 zł","11 771,50 zł","19 264,00 zł","1 924,65 zł","9 877,70 zł","2690,02","41 433,80 zł","8 026,00 zł",50,48,,CZARNOGÓRA,10,899,999,1,0,0,0,1,LATO,0,0,1
SNU12,2018-09-12,0,IG,(ID1289) Bośnia | Neum + Dubrownik (HB | 10 dni) NOWOŚĆ!,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SSE12,2018-09-12,1,IG,(ID1262) Albania | Shëngjin (All Inclusive Light | 10 dni),https://docs.google.com/spreadsheets/d/1FQ3lCfW74DwvJBE7pdGYiMXLHZLpKwP-IqHN9qzf2AY/edit#gid=1948582377,"21 668,10 zł","559,00 zł","19 294,10 zł","1 729,00 zł","86,00 zł","2477,47","28 191,00 zł","2 107,60 zł",40,48,,ALBANIA,10,1249,1149,1,0,0,0,1,LATO,4,0,1
SVV15,2018-09-12,1,MM,(ID1290) Grecja | Korfu | Kavos #Samolot,https://docs.google.com/spreadsheets/d/1xqSJZsQSTtem_dZdmXlZ4_x5k4744KYxO92G0DhprrI/edit#gid=561501142,"24 479,57 zł","15 782,82 zł","6 514,50 zł","1 612,00 zł","570,25 zł","1505,89","33 687,80 zł","1 430,00 zł",20,20,,GRECJA,8,1699,1499,1,0,1,0,0,LATO,3,0,1
SBB11,2018-09-13,1,MM,(ID1292) Czarnogóra | Budva #Samolot,https://docs.google.com/spreadsheets/d/1S1gPOsto5z_-lwEUQqkGoUOfcR0SYlMCnsRp3P0A8JE/edit#gid=1805198381,"29 986,64 zł","14 025,24 zł","14 869,40 zł","1 092,00 zł","0,00 zł","2011,35","21 861,00 zł","0,00 zł",20,20,,CZAROGÓRA,8,1899,1699,1,0,1,0,0,LATO,3,0,1
SHL03,2018-09-13,0,MM,(ID1301) Hiszpania | Majorka + Barcelona (HB | 11 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SLS10,2018-09-13,0,MM,(ID1287) Hiszpania | Lloret de Mar #Samolot,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",20,0,,HISZPANIA,8,2499,2399,1,0,1,0,0,LATO,3,0,1
SSA11,2018-09-13,1,IG,(ID1273) Albania | Shëngjin (All Inclusive Light) | #Samolot,https://docs.google.com/spreadsheets/d/116pjE41WwJifq1h2gRRzt1JSXDBe9ZRXhAvaScgDhfg/edit#gid=141784172,"24 852,10 zł","14 588,00 zł","10 264,10 zł","0,00 zł","0,00 zł","2041,93","26 244,00 zł","0,00 zł",20,20,,ALBANIA,8,2199,1999,1,0,1,0,0,LATO,4,0,1
SBL09,2018-09-14,1,MM,(ID1272) BalticTRIP | Skandynawia + Sankt Petersburg | 5 miejscówek,https://docs.google.com/spreadsheets/d/1KckZ7G-meBrofFajgjcmIGIJ3nraH84RenwoGyQ5-mk/edit#gid=216519208,"47 554,31 zł","7 801,20 zł","28 711,10 zł","2 052,00 zł","8 990,01 zł","2476,86","0,00 zł","0,00 zł",40,39,,SZWECJA,6,799,599,0,1,0,1,1,LATO,0,0,1
SBZ13,2018-09-14,,ŁR,(ID1267) Bułgaria | Złote Piaski (All Inclusive | 10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",300,0,,Bułgaria,10,1099,799,1,0,0,0,1,Lato,3,,1
SCN09,2018-09-14,0,ŁR,(ID1313) Francja | Cannes (10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SCP01,2018-09-14,1,AK,(ID1304) Student CAMP | Złote Piaski (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1WjrhkWc4FYX1yza28bPRLSMUGO4pu-yRg0aa0b0ncEg/edit#gid=1626993402,"459 273,34 zł","102 626,38 zł","221 813,35 zł","14 717,75 zł","120 115,86 zł","22092,52","419 213,90 zł","15 650,80 zł",800,363,,Bulgaria,10,999,699,1,0,0,0,1,Lato,3,0,1
SGK12,2018-09-14,1,MM,(ID1256) Grecja | Wyspa Korfu | Kavos (10 dni),https://docs.google.com/spreadsheets/d/1OPNWg-dq3-IzSvgR2szOPiCEfW9Wjz4W5gxfZdqqIt8/edit#gid=2121134962,"49 140,76 zł","18 386,56 zł","11 691,70 zł","2 397,85 zł","16 664,65 zł","2834,6","36 925,00 zł","20 674,76 zł",60,0,,GRECJA,10,799,699,1,0,0,0,1,LATO,0,0,1
SLW12,2018-09-14,0,NN,(ID1337) Lucky Holidays! | Niespodzianka (7 - 15 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SST03,2018-09-14,0,ŁR,(ID1264) Włochy | Sardynia | San Teodoro (10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
STR01,2018-09-14,0,ŁR,(ID1302) Turcja | Stambuł | Sofia + Belgrad,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
THT03,2018-09-14,1,ŁR,(ID1340) Tajlandia | ThaiTrip! #Samolot | 15 dni,https://docs.google.com/spreadsheets/d/1kROf7dtZDwcA5kxPBrQOnA7jHjft0lr9KRim9bjAdTA/edit#gid=501749600,"69 685,85 zł","47 007,88 zł","9 727,49 zł","3 690,00 zł","9 260,48 zł",0,"50 453,00 zł","10 023,20 zł",20,0,,Tajlandia,15,4999,4399,0,1,1,0,0,Lato,3,,1
SEP01,2018-09-15,1,MM,(ID1295) EuroTRIP | Portugalia | Peniche | 6 miejscówek,https://docs.google.com/spreadsheets/d/19CuQ_ayV4Lytiuigx7teLqiDQzD2Mxc0LyT-tnForzM/edit?usp=drive_web&ouid=106349437428520267995,"46 150,39 zł","32 103,00 zł","7 977,58 zł","3 832,95 zł","2 236,86 zł","3557,91","0,00 zł","24 783,00 zł",45,43,,PORTUGALIA,12,1499,1299,0,1,0,0,1,LATO,0,0,1
SMR01,2018-09-15,1,IG,(ID1307) Maroko (BB | 8 dni) #Samolot,https://docs.google.com/spreadsheets/d/1UzVyMikmjjehHi0JF-ECuJ1mUk5DaJNeGshK6ghkHX0/edit#gid=1626993402,"49 342,46 zł","20 554,80 zł","14 718,90 zł","1 356,00 zł","12 712,76 zł","2686,56","39 977,00 zł","7 920,00 zł",19,20,,MAROKO,8,2299,2099,1,0,1,0,1,LATO,3,0,1
SMZ03,2018-09-15,1,MM,(ID1294) Malta | St Julian #Samolot,https://docs.google.com/spreadsheets/d/11SgsUVDNH_zlL0LNFxm1-PhaqJQl_00dd6riBMHfbVs/edit#gid=279417849,"34 439,95 zł","12 298,00 zł","20 554,00 zł","1 587,95 zł","0,00 zł","2125,09","25 218,10 zł","2 835,80 zł",20,0,,MALTA,8,1999,1799,1,0,1,0,0,LATO,0,0,1
SPO12,2018-09-15,1,MM,(ID1270) EuroTRIP | Portugalia | 6 miejscówek,https://docs.google.com/spreadsheets/d/1BJEY54DD17VBRmVqen3r_Umq9Jirs7-z9GAKiy0a7ws/edit#gid=1626993402,"97 625,72 zł","33 492,90 zł","59 260,02 zł","3 600,00 zł","1 272,80 zł","5442,91","70 220,00 zł","18 480,00 zł",43,43,,PORTUGALIA,15,1699,1599,0,1,0,0,1,LATO,3,0,1
SRI10,2018-09-15,1,ŁR,(ID1258) Włochy | Rimini + Wenecja (HB | 10 dni),https://docs.google.com/spreadsheets/d/1o0hKe1KuI54aJN4-yn9ZnhP4dFi4J_ZbJ1A8THZ443o/edit#gid=1626993402,"52 475,25 zł","22 478,00 zł","27 954,30 zł","2 042,95 zł","0,00 zł",0,"38 900,00 zł","0,00 zł",40,0,,Włochy,10,1099,899,1,,,,1,Lato,3,,1
SCH10,2018-09-16,1,IG,(ID1257) Chorwacja | Makarska (12 dni),https://docs.google.com/spreadsheets/d/10hR0Xf13yTY_Bl2iWIBYv8YzD2xYJ-qpcfY99p-1KEc/edit#gid=696364933,"47 785,45 zł","21 856,70 zł","23 890,80 zł","1 951,95 zł","86,00 zł","2482,38","52 171,80 zł","0,00 zł",45,51,,CHORWACJA,12,999,899,1,0,0,0,1,LATO,0,0,1
SFL09,2018-09-16,-,ŁR,(ID1306) Włochy | Rimini (HB) | #Samolot,https://docs.google.com/spreadsheets/d/1ChVutisQIqRxc2ofMaRzDtla06RaAcKkZ8wZiymPIJg/edit#gid=2121134962,"11 165,56 zł","1 473,36 zł","9 692,20 zł","0,00 zł","0,00 zł",0,"21 077,00 zł","0,00 zł",10,0,,Włochy,7,1999,1699,1,,1,,,Lato,3,,1
SIT05,2018-09-16,1,ŁR,(ID1259) ItalianTRIP | Sycylia | 6 miejscówek,https://docs.google.com/spreadsheets/d/1ZJ6oBmZqrXRbbTVIswrSWUZPY5BVg2tRP1ajtd4gBWA/edit#gid=2121134962,"70 684,25 zł","18 135,26 zł","32 947,88 zł","2 989,35 zł","16 611,76 zł","4744,07","55 230,00 zł","21 868,00 zł",40,36,,Włochy,15,1699,1399,0,1,0,0,1,Lato,3,,1
ASP14,2018-09-17,1,ŁR,(ID1268) Bułgaria | Złote Piaski | (All inclusive) #Samolot | Gladiola,,"28 431,64 zł","27 291,64 zł","0,00 zł","1 140,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",40,0,,Bułgaria,7,2099,1799,1,,1,0,0,Lato,3,,1
SBM05,2018-09-17,0,MM,(ID1298) BalticTRIP | Skandynawia | 5 miejscówek,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","2786,58","0,00 zł","0,00 zł",45,44,,SZWECJA,7,699,599,0,1,0,1,1,LATO,0,1,0
SCP02,2018-09-17,1,ŁR,(ID1304) Student CAMP | Złote Piaski (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1WjrhkWc4FYX1yza28bPRLSMUGO4pu-yRg0aa0b0ncEg/edit#gid=853016742,"93 338,44 zł","32 004,44 zł","59 684,00 zł","0,00 zł","1 650,00 zł","13546,02","280 577,50 zł","0,00 zł",160,158,,Bułgaria,7,1599,1299,1,0,0,1,1,Lato,3,0,1
SYY12,2018-09-18,0,MM,(ID1261) Hiszpania | Lloret de Mar (HB | 10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","3086,19","0,00 zł","0,00 zł",45,44,,HISZPANIA,10,1599,1499,1,0,0,0,1,LATO,3,0,1
SBU13,2018-09-19,1,MM,(ID1255) Czarnogóra | Budva + Dubrovnik (BB | 10 dni),https://docs.google.com/spreadsheets/d/1G3AdbRtMURmrMnNRby4Kpa8x3UXWCh6StT2DN889uCU/edit#gid=1626993402,"38 342,25 zł","4 450,50 zł","9 890,00 zł","1 847,30 zł","22 154,45 zł","2642,86","0,00 zł","21 595,20 zł",50,48,,CZARNOGÓRA,10,999,899,1,0,0,0,1,LATO,0,0,1
SGR12,2018-09-19,1,ŁR,(ID1291) Grecja | Kokkino Nero | 12 dni,https://docs.google.com/spreadsheets/d/1Itp3gsbuKTQI4A3msgFXcjStTyQnDa1oOevQxp-kao8/edit#gid=2121134962,"80 195,22 zł","12 534,72 zł","41 860,50 zł","0,00 zł","25 800,00 zł","2218,22","0,00 zł","0,00 zł",40,52,,Grecja,12,899,599,1,0,0,0,1,Lato,0,,1
SNU13,2018-09-19,0,IG,(ID1289) Bośnia | Neum + Dubrownik (HB | 10 dni) NOWOŚĆ!,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SSE13,2018-09-19,0,IG,(ID1262) Albania | Shëngjin (All Inclusive Light | 10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","2477,47","0,00 zł","0,00 zł",0,48,,ALBANIA,10,,,1,0,0,0,1,LATO,4,0,1
SVV16,2018-09-19,1,MM,(ID1290) Grecja | Korfu | Kavos #Samolot,https://docs.google.com/spreadsheets/d/1xqSJZsQSTtem_dZdmXlZ4_x5k4744KYxO92G0DhprrI/edit#gid=561501142,"56 864,71 zł","48 146,46 zł","6 536,00 zł","1 612,00 zł","570,25 zł","1505,89","33 809,80 zł","906,40 zł",20,20,,GRECJA ,8,1699,1499,1,0,1,0,0,LATO,3,0,1
SBB12,2018-09-20,1,MM,(ID1292) Czarnogóra | Budva #Samolot,https://docs.google.com/spreadsheets/d/1S1gPOsto5z_-lwEUQqkGoUOfcR0SYlMCnsRp3P0A8JE/edit#gid=1805198381,"15 961,40 zł","0,00 zł","14 869,40 zł","1 092,00 zł","0,00 zł","2011,35","33 613,60 zł","0,00 zł",20,20,,CZAROGÓRA,8,1899,1699,1,0,1,0,0,LATO,3,0,1
SBL10,2018-09-20,1,MM,(ID1272) BalticTRIP | Skandynawia + Sankt Petersburg | 5 miejscówek,https://docs.google.com/spreadsheets/d/1KckZ7G-meBrofFajgjcmIGIJ3nraH84RenwoGyQ5-mk/edit#gid=495303029,"36 822,25 zł","7 744,00 zł","26 548,20 zł","2 143,05 zł","387,00 zł","2555,96","0,00 zł","23 276,00 zł",40,37,,SZWECJA,6,799,599,0,1,0,1,1,LATO,0,0,1
SHL04,2018-09-20,0,MM,(ID1301) Hiszpania | Majorka + Barcelona (HB | 11 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SLS11,2018-09-20,0,GS,(ID1287) Hiszpania | Lloret de Mar #Samolot,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",20,0,,HISZPANIA,8,2399,2199,1,0,1,0,0,LATO,3,0,1
SSA12,2018-09-20,1,IG,(ID1273) Albania | Shëngjin (All Inclusive Light) | #Samolot,https://docs.google.com/spreadsheets/d/116pjE41WwJifq1h2gRRzt1JSXDBe9ZRXhAvaScgDhfg/edit#gid=1790647723,"44 664,20 zł","18 718,00 zł","22 553,50 zł","0,00 zł","3 392,70 zł","2041,93","35 801,00 zł","4 298,80 zł",20,20,,ALBANIA,8,2199,1999,1,0,1,0,0,LATO,4,0,1
SSF01,2018-09-20,1,GS,(ID1347) Summer Fest | Lloret de Mar (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1kMjd_-CaeVpk-tq1I83NcRhlodwuw5P8q3aDSKRZuPM/edit#gid=1626993402,"618 281,92 zł","199 966,33 zł","323 687,66 zł","12 279,30 zł","82 348,63 zł","30037,06","567 029,60 zł","73 720,02 zł",,382,,,,,,,,,,,,,,
THT04,2018-09-20,1,ŁR,(ID1340) Tajlandia | ThaiTrip! #Samolot | 15 dni,https://docs.google.com/spreadsheets/d/1kROf7dtZDwcA5kxPBrQOnA7jHjft0lr9KRim9bjAdTA/edit#gid=1718733183,"157 834,77 zł","105 675,19 zł","20 450,30 zł","4 630,35 zł","27 078,92 zł",0,"166 990,00 zł","36 796,26 zł",40,0,,Tajlandia,15,4999,4399,0,1,1,0,0,Lato,3,,1
SBT10,2018-09-21,1,IG,(ID1266) BałkanTRIP | 9 miejscówek,https://docs.google.com/spreadsheets/d/1pEZyZOeUdTQV5gEgEeUSM59INjrVLFiqKMRR7AYE8Z0/edit#gid=1931232874,"58 029,00 zł","17 930,00 zł","30 078,50 zł","2 388,00 zł","7 632,50 zł","3930,07","51 646,80 zł","19 140,00 zł",47,48,,MACEDONIA,10,1349,1199,0,1,0,0,1,LATO,3,0,1
SBZ14,2018-09-21,1,ŁR,(ID1267) Bułgaria | Złote Piaski (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1A1LZFRn3lQEaplhVTT8_tYRraqgMXg1YAihCOhgHy58/edit#gid=391333091,"48 487,80 zł","19 493,60 zł","23 342,55 zł","5 651,65 zł","0,00 zł",0,"99 402,60 zł","0,00 zł",800,0,,Bułgaria,10,1099,799,1,0,0,0,1,Lato,3,,1
SCN10,2018-09-21,0,ŁR,(ID1313) Francja | Cannes (10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SGK13,2018-09-21,1,MM,(ID1256) Grecja | Wyspa Korfu | Kavos (10 dni),https://docs.google.com/spreadsheets/d/1OPNWg-dq3-IzSvgR2szOPiCEfW9Wjz4W5gxfZdqqIt8/edit#gid=2121134962,"33 829,95 zł","19 568,60 zł","10 535,00 zł","1 533,35 zł","2 193,00 zł","2834,6","54 028,00 zł","9 367,60 zł",60,0,,GRECJA,10,699,599,1,0,0,0,1,LATO,0,0,1
SLW13,2018-09-21,0,IG,(ID1337) Lucky Holidays! | Niespodzianka (7 - 15 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SST04,2018-09-21,0,ŁR,(ID1264) Włochy | Sardynia | San Teodoro (10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SMR02,2018-09-22,1,IG,(ID1307) Maroko (BB | 8 dni) #Samolot,https://docs.google.com/spreadsheets/d/1UzVyMikmjjehHi0JF-ECuJ1mUk5DaJNeGshK6ghkHX0/edit#gid=1659371025,"46 184,80 zł","20 247,60 zł","14 809,20 zł","1 356,00 zł","9 772,00 zł","2576,64","50 140,60 zł","8 360,00 zł",19,20,,MAROKO,8,2399,2099,1,0,1,0,1,LATO,3,0,1
SPO13,2018-09-22,0,MM,(ID1270) EuroTRIP | Portugalia | 6 miejscówek,,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł","5442,91","0,00 zł","0,00 zł",43,43,,PORTUGALIA,15,1599,1499,0,1,0,0,1,LATO,3,0,1
SRI11,2018-09-22,0,ŁR,(ID1258) Włochy | Rimini + Wenecja (HB | 10 dni),,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",40,0,,Włochy,10,999,799,1,,,,1,Lato,3,,1
SSF02,2018-09-22,1,GS,(ID1347) Summer Fest | Lloret de Mar (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1kMjd_-CaeVpk-tq1I83NcRhlodwuw5P8q3aDSKRZuPM/edit#gid=1626993402,"48 800,00 zł","48 800,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"48 822,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SFL10,2018-09-23,0,ŁR,(ID1306) Włochy | Rimini (HB) | #Samolot,,"10 337,99 zł","1 605,89 zł","6 484,40 zł","2 247,70 zł","0,00 zł",0,"0,00 zł","0,00 zł",10,0,,Włochy,7,1999,1699,1,,1,,,Lato,3,,1
SBZ15,2018-09-24,1,ŁR,(ID1267) Bułgaria | Złote Piaski (All Inclusive | 10 dni),https://docs.google.com/spreadsheets/d/1A1LZFRn3lQEaplhVTT8_tYRraqgMXg1YAihCOhgHy58/edit#gid=391333091,"86 688,59 zł","79 204,44 zł","7 398,15 zł","0,00 zł","86,00 zł",0,"0,00 zł","0,00 zł",50,0,,Bułgaria,10,1099,799,1,0,0,0,1,Lato,3,,1
WAT01,2018-09-24,1,MS,ID1404 ADAPCIAK WAT,https://docs.google.com/spreadsheets/d/1bK4u3qXjkFCFcj21uq7oHt0mIMJdl0vPDFzOIhnQFNQ/edit#gid=1626993402,"26 065,55 zł","4 700,00 zł","20 000,00 zł","0,00 zł","1 365,55 zł",0,"37 159,20 zł","0,00 zł",90,66,,Polska,5,499,499,1,0,0,0,0,Lato,0,0,1
SXS01,2018-09-24,0,BOK,ID1377 SunEvent I Włochy I Toskania ,https://docs.google.com/spreadsheets/d/1AaQCSWc37Lm34-xnnhwrtCOM9wAGc800qThqT68X-hM/edit#gid=1626993402,"27 570,70 zł","12 912,00 zł","14 658,70 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SXE01,2018-09-24,0,BOK,ID1379 SunEvent I Chorwacja I Novalija ,https://docs.google.com/spreadsheets/d/1-bJynGb4Ju058vGcfcEnwQBUQWox_P7-1EfFita3tt4/edit#gid=1626993402,"8 780,00 zł","0,00 zł","8 780,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
SBK,2018-09-24,0,BOK,ID1296 Polska I Kite & Wake Camp I Półwysep Helski,https://docs.google.com/spreadsheets/d/1XbuWfXYO_onshqWhIKr3gnrcbxJil0X0AVO-szxIbj4/edit#gid=545959549,"0,00 zł","0,00 zł","0,00 zł","0,00 zł","0,00 zł",0,"0,00 zł","0,00 zł",,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,koszta,,,,,,wpływ,all,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"13 848 117,05 zł",,,,,,"12 760 623,33 zł",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"2 168 210,08 zł",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"14 928 833,41 zł",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"1 080 716,36 zł",,,,,,,,,,,,,,,,,